Time,GHI1,T1,GHI_sc,T_sc,GHI_be,T_be,GHI_om,T_om,GHI_np,T_np,GHI_pg,T_pg,GHI_2,T_2,,,,
4/18/2023 13:00,1005.95991,34.9620282,867,28,832.5625,30.69375,935,28.2,856.75,28.24,817.45,27.64,934.6343151,33.68282442,,,,
4/18/2023 14:00,776.3056757,34.61429194,752,28,635.03125,30.459375,886,28.4,679.45,28.31,656.49,27.58,675.7870136,33.44743865,,,,
4/18/2023 15:00,451.0548585,32.95753981,540,28,431.75,29.81362305,743,28.2,505.15,28.31,514.61,27.59,360.3968508,32.40370397,,,,
4/18/2023 16:00,426.077795,32.07066336,248,28,325.328125,29.12856445,574,28.1,291.58,28.2,297.03,27.55,301.7813616,31.52118399,,,,
4/18/2023 17:00,87.71237759,29.72721711,61,28,69.015625,28.834375,345,27.9,88.6,27.97,101.5,27.56,70.58153957,29.49553052,,,,
4/18/2023 18:00,1.700025445,27.33553618,1,28,1.3125,27.80043945,111,27.6,0,27.57,0,27.97,1.31058824,27.22588424,,,,
4/18/2023 19:00,0.103658236,26.18936048,0,28,0,27.28481445,1,27.3,0,27.33,0,27.84,0.105705544,26.04970567,,,,
4/18/2023 20:00,0.186960279,26.42027118,0,28,0,27.00893555,0,27.3,0,27.16,0,27.6,0.189034607,26.31916547,,,,
4/18/2023 21:00,0.270262323,26.30381869,0,27,0,26.7328125,0,27.3,0,27,0,27.6,0.27236367,26.26296141,,,,
4/18/2023 22:00,0.353564366,26.31668778,0,27,0,26.4828125,0,27.2,0,26.84,0,27.54,0.355692734,26.24180832,,,,
4/18/2023 23:00,0.43686641,26.35133173,0,27,0,26.36049805,0,27.2,0,26.67,0,27.47,0.439021797,26.25110784,,,,
4/19/2023 0:00,0.520168453,26.26262598,0,27,0,26.21987305,0,27.2,0,26.51,0,27.35,0.52235086,26.24550598,,,,
4/19/2023 1:00,0.603470496,26.11877712,0,27,0,26.0921875,0,27.1,0,26.35,0,27.31,0.605679923,26.05553809,,,,
4/19/2023 2:00,0.68677254,26.02940081,0,27,0,25.90981445,0,27,0,26.23,0,27.25,0.689008986,25.96013377,,,,
4/19/2023 3:00,0.770074583,25.87915336,0,27,0,25.68081055,0,26.6,0,26.15,0,27.17,0.772338049,25.79503552,,,,
4/19/2023 4:00,0.853376627,25.85813485,0,27,0,25.41518555,0,26.4,0,26.08,0,27.1,0.855667112,25.77274441,,,,
4/19/2023 5:00,0.93667867,25.60965001,0,27,0,24.92299805,0,26.6,0,26.02,0,27.12,0.938996176,25.54437121,,,,
4/19/2023 6:00,10.53059698,25.93577553,16,27,22.53125,25.04018555,0,26.7,19.17,26.08,11.9,26.94,12.89951963,25.86843245,,,,
4/19/2023 7:00,116.7748189,27.56849237,131,27,214.65625,26.91762695,24,26.8,202.8,26.5,204.52,27.02,172.8191877,27.5669838,,,,
4/19/2023 8:00,358.3663656,31.45853163,422,27,454.25,28.3265625,203,27.2,439.92,26.87,415.17,27.29,536.0765211,31.00175009,,,,
4/19/2023 9:00,513.7495492,32.43754207,655,28,594.296875,29.10268555,439,27.4,653.72,27.17,660.96,27.56,679.1865391,31.69018345,,,,
4/19/2023 10:00,711.2280169,33.50775654,814,28,569.359375,29.50356445,641,27.6,810.25,27.51,821.66,27.77,832.8173539,32.71387542,,,,
4/19/2023 11:00,870.5426213,33.94280502,908,28,655.296875,29.7484375,805,27.7,882.72,27.88,870.43,27.9,918.5550154,33.05475372,,,,
4/19/2023 12:00,957.8971388,34.67400014,929,28,934.828125,30.5296875,888,27.8,906.3,28.16,749.93,27.92,952.6272209,33.76000717,,,,
4/19/2023 13:00,966.3154114,34.53413958,876,28,780.921875,30.54262695,916,27.9,839.45,28.33,795.97,27.85,904.0517802,33.4496323,,,,
4/19/2023 14:00,900.3169597,33.70428348,752,28,614.96875,29.94643555,860,28,699.25,28.4,729.8,27.85,777.1889193,32.66774767,,,,
4/19/2023 15:00,760.6319157,33.19620527,567,28,87.109375,28.88393555,746,27.9,523.15,28.27,470.45,27.8,586.1013984,32.28563244,,,,
4/19/2023 16:00,531.9293863,31.59858443,343,28,301.078125,28.85,557,27.8,303.88,28.01,305.26,27.72,353.2267327,30.98341718,,,,
4/19/2023 17:00,44.06492924,29.12262529,109,28,115.78125,28.74575195,337,27.7,100.88,27.69,93.76,27.69,36.03491564,28.90646315,,,,
4/19/2023 18:00,1.888674057,27.35824903,1,28,1.078125,27.865625,110,27.5,0,27.34,0,27.88,1.558496704,27.25575453,,,,
4/19/2023 19:00,0.240934936,26.77287251,0,27,0,27.29262695,1,27.4,0,27.12,0,27.78,0.243762644,26.67634169,,,,
4/19/2023 20:00,0.441413461,26.92332766,0,27,0,26.97768555,0,27.1,0,26.98,0,27.59,0.441564564,26.8266611,,,,
4/19/2023 21:00,0.641891987,26.91381033,0,27,0,26.771875,0,26.4,0,26.85,0,27.55,0.639366485,26.81967894,,,,
4/19/2023 22:00,0.842370512,26.61057601,0,27,0,26.54799805,0,26.2,0,26.73,0,27.49,0.837168406,26.5097606,,,,
4/19/2023 23:00,0.333559035,25.60453666,0,27,0,26.18081055,0,26.2,0,26.61,0,27.29,0.347302583,25.45183906,,,,
4/20/2023 0:00,0.170741596,25.78276911,0,27,0,25.93862305,0,26.4,0,26.51,0,26.9,0.171766034,25.48662796,,,,
4/20/2023 1:00,0.317016473,25.87543995,0,26,0,25.65737305,0,26,0,26.4,0,26.63,0.318100351,25.63498695,,,,
4/20/2023 2:00,0.46329135,26.03373548,0,26,0,25.29018555,0,25.5,0,26.3,0,26.41,0.464434668,25.73806999,,,,
4/20/2023 3:00,0.609566226,26.32435787,0,26,0,25.0921875,0,25.7,0,26.22,0,26.26,0.610768986,26.06173961,,,,
4/20/2023 4:00,0.755841103,26.56264888,0,26,0,25.38125,0,25.5,0,26.16,0,26.16,0.757103303,26.35481212,,,,
4/20/2023 5:00,0.90211598,26.59636908,0,26,0,25.51918945,0,25.6,0,26.12,0,26.24,0.90343762,26.41091081,,,,
4/20/2023 6:00,29.42654146,26.69840513,16,26,20.859375,25.71450195,0,25.4,17.95,26.12,12.5,25.79,35.50613438,26.6177077,,,,
4/20/2023 7:00,87.29883912,27.73689301,95,26,211.90625,27.04262695,22,25.8,185.07,26.51,183.55,25.82,104.5609912,27.59148766,,,,
4/20/2023 8:00,209.0076351,28.56285719,296,26,415.5,28.19106445,169,26.6,409.98,26.84,374.05,25.92,261.5578664,28.37516082,,,,
4/20/2023 9:00,331.5716893,29.25761052,559,26,554.59375,28.7953125,409,26.1,545.62,27.14,554.53,26.17,377.9430352,28.97323398,,,,
4/20/2023 10:00,617.8453788,30.44280742,749,27,785.359375,29.63637695,336,25.9,769.03,27.45,740.84,26.49,705.8893407,29.99450954,,,,
4/20/2023 11:00,405.974455,29.63059961,428,27,788.640625,29.95424805,511,26.7,919.83,27.76,783.54,26.88,435.909226,29.30364054,,,,
4/20/2023 12:00,433.5725315,29.15163722,479,27,917.421875,30.25893555,742,27.3,923.08,28.06,739.63,27.25,431.0051608,28.85925241,,,,
4/20/2023 13:00,788.6835895,30.57788184,811,27,189.46875,28.7640625,885,27.7,816.28,28.28,777.32,27.24,733.6534489,29.95842151,,,,
4/20/2023 14:00,762.0240553,30.94294388,730,28,765.8125,29.34487305,822,27.6,599.8,28.38,535.56,27.49,660.7670467,30.19238912,,,,
4/20/2023 15:00,634.9335303,30.25785455,545,28,264.59375,28.7328125,510,27,493.05,28.34,518.96,27.84,494.5048133,29.59628129,,,,
4/20/2023 16:00,416.9219343,29.25505438,322,28,352.03125,28.5609375,501,27.2,288.67,28.22,284.42,28.01,283.9044973,28.81261926,,,,
4/20/2023 17:00,77.11904351,27.91830048,83,28,112.421875,28.12856445,208,25,82.18,27.96,87.94,27.96,60.36431989,27.74031187,,,,
4/20/2023 18:00,2.217993136,27.21459664,1,28,0.984375,27.36293945,69,24.7,0,27.59,0,28.11,1.869553221,27.12173189,,,,
4/20/2023 19:00,0.100601219,27.18402262,0,28,0,26.98012695,1,25.4,0,27.33,0,27.77,0.101769888,27.09409014,,,,
4/20/2023 20:00,0.183947645,27.25417477,0,27,0,26.7328125,0,27.4,0,27.12,0,27.82,0.185020899,27.15427216,,,,
4/20/2023 21:00,0.267294071,27.12408776,0,27,0,26.54799805,0,27.5,0,26.93,0,27.83,0.268271911,27.10365284,,,,
4/20/2023 22:00,0.350640497,26.73043677,0,27,0,26.4359375,0,27.3,0,26.76,0,27.81,0.351522923,26.65891434,,,,
4/20/2023 23:00,0.433986923,26.67392549,0,27,0,25.96450195,0,27.1,0,26.61,0,27.71,0.434773934,26.64638177,,,,
4/21/2023 0:00,0.517333349,26.52971985,0,27,0,25.6390625,0,26.9,0,26.49,0,27.66,0.518024946,26.45275237,,,,
4/21/2023 1:00,0.600679775,26.13345942,0,27,0,25.42543945,0,26.8,0,26.39,0,27.53,0.601275957,26.05665775,,,,
4/21/2023 2:00,0.684026202,25.78547745,0,27,0,25.2796875,0,26.8,0,26.32,0,27.45,0.684526969,25.72293122,,,,
4/21/2023 3:00,0.767372628,25.65621642,0,27,0,25.20424805,0,26.8,0,26.26,0,27.23,0.767777981,25.56322222,,,,
4/21/2023 4:00,0.850719054,25.75257097,0,27,0,25.07143555,0,26.9,0,26.22,0,26.95,0.851028992,25.64973982,,,,
4/21/2023 5:00,0.93406548,25.81514078,0,27,0,24.92299805,0,26.7,0,26.17,0,26.78,0.934280004,25.73026505,,,,
4/21/2023 6:00,15.20494851,26.15664731,12,27,22.3125,25.10268555,0,26.6,16.73,26.15,11.35,27.15,17.50998968,26.08157188,,,,
4/21/2023 7:00,120.3803687,27.61714819,116,27,211.359375,26.80581055,24,26.9,170.82,26.36,204.64,27.25,183.0126533,27.50959564,,,,
4/21/2023 8:00,179.9653302,28.40695225,332,27,442.859375,28.34487305,192,26.1,386.05,26.52,403.96,27.29,220.5503554,28.32921363,,,,
4/21/2023 9:00,521.2172472,32.32640065,608,27,626.125,29.02700195,410,26.9,542.12,26.7,651.75,27.49,675.1880665,31.87162326,,,,
4/21/2023 10:00,729.7137285,31.68286054,765,28,758.34375,29.5296875,572,27.1,696,26.98,756.97,27.66,849.4916486,30.98675726,,,,
4/21/2023 11:00,900.2979016,31.39570468,832,28,906.4375,29.77700195,757,26.6,751.2,27.22,837.37,27.69,945.2154315,30.71719988,,,,
4/21/2023 12:00,804.3173962,31.05606475,757,28,779.671875,29.85,859,25.6,772.22,27.44,715.33,27.68,792.1118104,30.4061005,,,,
4/21/2023 13:00,794.3335284,30.50727961,714,28,821.46875,29.896875,918,26.5,730.5,27.64,593.42,27.6,751.930503,29.90555093,,,,
4/21/2023 14:00,382.0467434,29.70418283,521,28,654.515625,29.46450195,814,27.3,513.28,27.77,484.63,27.49,355.5573648,29.18906542,,,,
4/21/2023 15:00,236.5741149,28.63372566,229,27,451.265625,28.8578125,621,27.6,327.75,27.81,429.26,27.49,232.6527089,28.35476659,,,,
4/21/2023 16:00,166.8590102,28.1876019,110,27,66.78125,27.80825195,382,27.7,184.82,27.73,229.32,27.41,160.8286759,27.9841042,,,,
4/21/2023 17:00,69.83271539,27.6943566,45,27,79.09375,27.87612305,236,27.6,52.28,27.5,72.15,27.64,66.59697186,27.55555942,,,,
4/21/2023 18:00,0.826151966,26.81009431,1,28,1.03125,27.26674805,81,27.7,0,27.17,0,27.83,0.714227773,26.71687065,,,,
4/21/2023 19:00,0.105697214,26.66266109,0,28,0,26.89418945,1,27.5,0,26.99,0,27.91,0.107425141,26.64508546,,,,
4/21/2023 20:00,0.189605089,26.60709072,0,28,0,26.84487305,0,27.7,0,26.87,0,27.88,0.191417176,26.5583583,,,,
4/21/2023 21:00,0.273512965,26.66822345,0,28,0,26.64956055,0,27.7,0,26.73,0,27.89,0.275409212,26.58495092,,,,
4/21/2023 22:00,0.35742084,26.75669235,0,28,0,26.32387695,0,27.8,0,26.58,0,27.94,0.359401247,26.64924766,,,,
4/21/2023 23:00,0.441328716,26.68512474,0,28,0,25.98012695,0,27.7,0,26.42,0,27.89,0.443393282,26.60129798,,,,
4/22/2023 0:00,0.525236591,26.3534601,0,27,0,25.77700195,0,27.4,0,26.25,0,27.8,0.527385318,26.27712832,,,,
4/22/2023 1:00,0.609144467,26.08464569,0,27,0,25.69643555,0,27.2,0,26.11,0,27.69,0.611377353,26.03883801,,,,
4/22/2023 2:00,0.693052342,25.89299536,0,27,0,25.61831055,0,27.2,0,26.01,0,27.61,0.695369389,25.85093019,,,,
4/22/2023 3:00,0.776960217,25.8545612,0,27,0,25.48012695,0,27.2,0,25.94,0,27.53,0.779361424,25.78011173,,,,
4/22/2023 4:00,0.860868093,25.98650406,0,27,0,25.33706055,0,27.2,0,25.87,0,27.5,0.86335346,25.95935895,,,,
4/22/2023 5:00,0.944775968,26.24741079,0,27,0,25.3109375,0,27.2,0,25.83,0,27.53,0.947345495,26.15556119,,,,
4/22/2023 6:00,22.69638629,26.65135301,21,27,21.90625,25.365625,0,27.2,18.42,25.85,11.55,27.64,32.72050968,26.57221233,,,,
4/22/2023 7:00,127.3255192,28.37567174,163,27,210.375,26.89956055,23,27.3,193.2,26.33,195.35,27.62,228.2627484,28.21148455,,,,
4/22/2023 8:00,291.9050313,29.75686097,408,27,442.5625,28.48793945,197,27.5,426.95,26.71,413.36,27.68,464.1336892,29.41973871,,,,
4/22/2023 9:00,512.0219803,30.64455585,636,28,302.53125,28.6546875,421,27.5,639.9,27.07,593.7,27.75,672.932809,30.22636989,,,,
4/22/2023 10:00,709.1238819,31.59981376,793,28,767.484375,29.64418945,617,27.4,791.3,27.63,785.66,27.85,830.578579,31.03533324,,,,
4/22/2023 11:00,851.030278,32.44535626,885,28,782.28125,30.15200195,755,27.8,878.83,28.07,816.78,28,906.3582609,31.64861914,,,,
4/22/2023 12:00,941.6598366,32.71169315,905,28,716.109375,30.365625,845,28.3,909.25,28.44,872.48,28.15,939.3347077,32.05993603,,,,
4/22/2023 13:00,951.913823,32.68035927,851,28,676.453125,30.3578125,913,28.4,838.6,28.69,872.38,28.19,890.3156461,31.90982097,,,,
4/22/2023 14:00,879.3743022,31.57547273,729,28,683.6875,30.209375,867,28.5,729.28,28.84,719.36,28.27,758.5335824,30.86667828,,,,
4/22/2023 15:00,742.0750245,31.01047195,547,28,580.015625,30.02456055,744,28.3,545.72,28.88,543.72,28.32,572.1983765,30.29222724,,,,
4/22/2023 16:00,505.4918499,30.24793086,325,28,352.390625,29.42299805,554,28.4,322,28.83,308.63,28.28,336.1749896,29.66928744,,,,
4/22/2023 17:00,49.51490552,28.12166999,101,28,109.984375,28.57143555,324,28.2,98.45,28.66,104.67,28.29,39.83799786,27.97260468,,,,
4/22/2023 18:00,1.611318824,27.12814414,1,28,0.984375,27.48549805,104,28,0,28.28,0,28.62,1.240696897,27.03434815,,,,
4/22/2023 19:00,0.101204655,27.01009628,0,28,0,26.96987305,1,27.9,0,28.07,0,28.48,0.103818428,26.91926267,,,,
4/22/2023 20:00,0.184789067,26.78978201,0,28,0,26.71206055,0,27.5,0,27.92,0,28.33,0.187469891,26.72815913,,,,
4/22/2023 21:00,0.268373479,26.74667959,0,28,0,26.521875,0,27.4,0,27.8,0,28.21,0.271121354,26.65118339,,,,
4/22/2023 22:00,0.351957891,26.68747925,0,28,0,26.23793945,0,27.3,0,27.64,0,28.09,0.354772817,26.58408299,,,,
4/22/2023 23:00,0.435542303,26.34372495,0,28,0,25.79799805,0,27.3,0,27.42,0,27.99,0.43842428,26.17289724,,,,
4/23/2023 0:00,0.519126715,26.97483545,0,28,0,25.4515625,0,27.4,0,27.16,0,27.88,0.522075743,26.89602471,,,,
4/23/2023 1:00,0.602711127,27.70777476,0,27,0,25.40200195,0,27.4,0,26.93,0,27.75,0.605727206,27.61453303,,,,
4/23/2023 2:00,0.68629554,27.42554158,0,27,0,25.38393555,0,27.3,0,26.74,0,27.66,0.689378669,27.34005994,,,,
4/23/2023 3:00,0.769879952,26.64825039,0,27,0,25.25893555,0,27.4,0,26.58,0,27.49,0.773030132,26.56102086,,,,
4/23/2023 4:00,0.853464364,25.96478889,0,27,0,25.36049805,0,27.1,0,26.44,0,27.34,0.856681595,25.89039539,,,,
4/23/2023 5:00,0.937048776,25.59023212,0,27,0,25.1625,0,26.8,0,26.28,0,27.23,0.940333058,25.46907769,,,,
4/23/2023 6:00,13.1855172,25.83337284,24,27,22.046875,25.13125,0,26.7,19.12,26.14,11.8,27.42,27.70891839,25.72063529,,,,
4/23/2023 7:00,80.18388748,28.6509447,197,27,212.03125,27.0296875,25,26.9,204.38,26.58,214.98,27.41,215.4305407,28.6964268,,,,
4/23/2023 8:00,317.6869893,31.53620324,426,27,431.984375,28.24575195,210,27.2,434.23,26.88,455.03,27.51,501.5940853,31.11333318,,,,
4/23/2023 9:00,508.1617966,32.94698729,649,28,667.484375,29.06362305,442,27.3,648.62,27.26,671.17,27.67,674.9426368,32.22259572,,,,
4/23/2023 10:00,707.473196,33.47388759,808,28,419.65625,29.3109375,653,27.4,808.7,27.82,830.92,27.85,831.3834778,32.76692197,,,,
4/23/2023 11:00,861.3941476,33.29636034,903,28,924.5,29.84731445,810,27.7,861.15,28.27,919.68,28,914.3563254,32.57193307,,,,
4/23/2023 12:00,950.3360361,32.3404516,923,28,949.59375,30.86831055,906,28,906.65,28.65,927.98,28.17,947.0584403,31.53353273,,,,
4/23/2023 13:00,964.5106918,32.09443439,866,28,858.5,31.39418945,928,28.2,850.35,28.94,877.58,28.33,899.8051363,31.16449585,,,,
4/23/2023 14:00,876.9214728,31.87587132,742,28,767.796875,31.41762695,873,28.2,710.42,29.12,748.09,28.42,755.6175596,30.88859193,,,,
4/23/2023 15:00,710.4646753,31.53753111,558,28,560.765625,30.79018555,724,28.1,505.05,29.2,525.16,28.43,550.525822,30.61458626,,,,
4/23/2023 16:00,480.0919174,30.09749497,314,28,349.765625,29.71206055,559,28.1,288.25,29.11,333.5,28.35,325.4001435,29.5006539,,,,
4/23/2023 17:00,67.49984848,28.1871612,86,28,110.09375,28.78237305,334,28.2,89.2,28.79,102.3,28.3,55.83936606,28.00775041,,,,
4/23/2023 18:00,1.337041157,27.31875497,1,28,0.90625,27.86831055,106,27.8,0,28.2,0,28.22,1.104407277,27.23138271,,,,
4/23/2023 19:00,0.101121092,27.28505204,0,28,0,27.41762695,1,27.5,0,27.78,0,28.1,0.103091482,27.20420888,,,,
4/23/2023 20:00,0.184731732,27.452222,0,28,0,27.13637695,0,27.2,0,27.47,0,27.98,0.186794564,27.44272292,,,,
4/23/2023 21:00,0.268342373,27.4338111,0,28,0,26.88393555,0,27.1,0,27.2,0,27.92,0.270497647,27.4135266,,,,
4/23/2023 22:00,0.351953013,27.15649728,0,28,0,26.66518555,0,27.1,0,26.96,0,27.82,0.354200729,27.09094407,,,,
4/23/2023 23:00,0.435563654,26.83765632,0,27,0,26.50625,0,27,0,26.78,0,27.72,0.437903812,26.7545024,,,,
4/24/2023 0:00,0.519174294,26.46208651,0,27,0,26.29799805,0,26.6,0,26.63,0,27.62,0.521606894,26.36781643,,,,
4/24/2023 1:00,0.602784935,26.48221825,0,27,0,26.02456055,0,26.4,0,26.47,0,27.51,0.605309976,26.40359073,,,,
4/24/2023 2:00,0.686395575,26.56402245,0,27,0,25.64956055,0,26.4,0,26.34,0,27.4,0.689013059,26.47649444,,,,
4/24/2023 3:00,0.770006215,26.10747167,0,27,0,25.26674805,0,26.1,0,26.23,0,27.26,0.772716141,26.06675717,,,,
4/24/2023 4:00,0.853616856,25.70338089,0,27,0,24.7875,0,26,0,26.14,0,27.11,0.856419224,25.61960003,,,,
4/24/2023 5:00,0.937227496,25.62288951,0,27,0,24.30581055,0,26,0,26.06,0,27.07,0.940122306,25.56222973,,,,
4/24/2023 6:00,13.5503118,25.77117159,24,27,22.125,24.4671875,0,26.2,20.02,26.05,12.75,27.23,28.17679544,25.73068393,,,,
4/24/2023 7:00,101.5271141,28.20455696,192,27,202.8125,26.5921875,24,26.4,208.82,26.51,193.47,27.17,200.5881759,28.2126593,,,,
4/24/2023 8:00,289.757794,31.63239074,420,27,453,27.959375,206,26.7,435.65,26.93,457.16,27.24,467.0522817,31.30299263,,,,
4/24/2023 9:00,505.8724385,33.55624064,655,27,451.65625,28.65981445,445,27,650.7,27.31,664.87,27.33,673.1268414,33.01395503,,,,
4/24/2023 10:00,709.5716802,34.47533039,816,28,831.796875,29.521875,657,27.2,813.05,27.79,821.57,27.53,834.9134059,34.04412185,,,,
4/24/2023 11:00,863.3471486,35.15131796,911,28,927.921875,30.49575195,810,27.5,889.45,28.29,912.13,27.71,917.0259384,34.27082493,,,,
4/24/2023 12:00,949.1928547,34.54022041,931,28,694.46875,30.834375,915,27.6,910.1,28.69,917.8,27.85,946.5952272,33.41722806,,,,
4/24/2023 13:00,967.2965267,32.56879368,875,28,875.34375,31.3109375,934,27.8,872.3,28.98,768.41,27.96,902.7551164,31.59166624,,,,
4/24/2023 14:00,895.0310082,32.61960711,749,28,735.15625,31.31362305,875,27.9,721,29.13,747.08,28.01,769.973,31.62340421,,,,
4/24/2023 15:00,744.2705943,31.98663315,563,28,585.9375,30.7875,748,28,514.05,29.14,530.75,28.06,571.702055,30.98645635,,,,
4/24/2023 16:00,517.4825622,30.49916043,336,28,356.40625,30.06362305,561,28.1,294.4,29,313.96,28.14,340.4638988,29.76055219,,,,
4/24/2023 17:00,56.48833322,28.59618714,106,28,112.4375,29.28481445,333,27.8,94.97,28.73,96.79,28.07,45.74976934,28.36118412,,,,
4/24/2023 18:00,0.965412734,27.18997936,1,28,0.796875,28.12856445,100,27.2,0,28.36,0,28.18,0.720084601,27.08578344,,,,
4/24/2023 19:00,0.103925552,27.05880323,0,28,0,27.57387695,1,27.4,0,28.15,0,28.14,0.106302465,27.0230332,,,,
4/24/2023 20:00,0.1874469,27.140378,0,28,0,27.30043945,0,27.9,0,28.1,0,28.07,0.189859821,27.07068189,,,,
4/24/2023 21:00,0.270968247,26.95407419,0,28,0,27.1,0,28.2,0,27.99,0,27.97,0.273417177,26.87450031,,,,
4/24/2023 22:00,0.354489595,26.92273494,0,27,0,26.84731445,0,27.9,0,27.81,0,27.77,0.356974534,26.83979085,,,,
4/24/2023 23:00,0.438010943,26.93675684,0,27,0,26.61293945,0,27.3,0,27.62,0,27.49,0.44053189,26.84893659,,,,
4/25/2023 0:00,0.52153229,26.61743414,0,27,0,26.47768555,0,26.9,0,27.38,0,27.25,0.524089247,26.55269911,,,,
4/25/2023 1:00,0.605053638,26.30224825,0,27,0,26.19106445,0,26.6,0,27.2,0,27.14,0.607646603,26.21685364,,,,
4/25/2023 2:00,0.688574985,26.20807426,0,27,0,25.92299805,0,26.4,0,27.07,0,27.2,0.69120396,26.10987025,,,,
4/25/2023 3:00,0.772096333,26.16694698,0,27,0,25.43081055,0,26.3,0,26.96,0,27.29,0.774761316,26.11182133,,,,
4/25/2023 4:00,0.855617681,25.93266576,0,27,0,25.04799805,0,26.4,0,26.84,0,27.2,0.858318672,25.85547826,,,,
4/25/2023 5:00,0.939139028,25.56896547,0,27,0,25.29262695,0,26.3,0,26.79,0,27.16,0.941876029,25.43731956,,,,
4/25/2023 6:00,18.13453422,25.85731255,18,27,22,25.553125,0,26.2,17.33,26.78,10.95,26.93,32.92291769,25.73251005,,,,
4/25/2023 7:00,83.67477496,29.10233373,198,27,211.03125,27.12075195,24,26.3,181.73,27.09,193.48,27.02,195.5700662,29.3541299,,,,
4/25/2023 8:00,283.7217851,32.10773774,337,27,446.734375,28.1546875,199,26.4,398.6,27.43,427.84,27.23,428.972365,32.16907325,,,,
4/25/2023 9:00,370.8611504,32.69790997,513,28,657.9375,29.04018555,432,27,617.1,27.76,598.5,27.56,440.8456659,32.48983515,,,,
4/25/2023 10:00,691.309753,34.51754677,785,28,479.84375,29.42299805,632,27.6,749.35,28.08,690.66,27.73,812.3273937,34.18814099,,,,
4/25/2023 11:00,847.7615864,35.06692281,874,28,912.46875,29.959375,798,28,788.45,28.29,852.58,27.91,898.7728083,34.49947654,,,,
4/25/2023 12:00,937.8638728,35.90793329,892,28,930.875,30.62075195,894,28.3,792.88,28.46,776.99,28.05,933.7163593,35.26576226,,,,
4/25/2023 13:00,876.4267204,36.02180386,838,28,813.28125,30.81362305,880,28.4,754.2,28.56,727.84,28.12,823.794267,34.98917294,,,,
4/25/2023 14:00,612.8752171,34.3930927,685,28,746.296875,30.62075195,825,28.5,617.33,28.55,522.36,28.03,547.212528,33.38407774,,,,
4/25/2023 15:00,353.1009768,32.55755685,322,28,278.953125,29.78237305,671,28.2,460.95,28.48,374.25,27.97,323.6065615,31.81029254,,,,
4/25/2023 16:00,133.5408661,30.80945394,208,28,335.9375,29.19887695,486,28.1,253.5,28.27,184.82,27.89,127.823987,30.35469337,,,,
4/25/2023 17:00,68.64818384,29.04759538,48,28,100.28125,28.79262695,247,27.6,72.4,28.05,82.42,27.64,64.15099188,28.82472913,,,,
4/25/2023 18:00,2.061187083,27.96806988,0,28,0.703125,27.9359375,91,27.4,0,27.79,0,28.08,2.099266079,27.85000645,,,,
4/25/2023 19:00,0.102121872,27.37447243,0,28,0,27.56875,1,27.3,0,27.65,0,28.03,0.10342764,27.28522455,,,,
4/25/2023 20:00,0.185732518,27.24917627,0,28,0,27.33706055,0,27.7,0,27.59,0,27.96,0.186957765,27.1640936,,,,
4/25/2023 21:00,0.269343164,27.34313991,0,28,0,27.12856445,0,27.5,0,27.51,0,27.87,0.27048789,27.2577533,,,,
4/25/2023 22:00,0.352953811,27.3981341,0,27,0,26.93862305,0,27.3,0,27.42,0,27.61,0.354018014,27.31562623,,,,
4/25/2023 23:00,0.436564457,27.3579616,0,27,0,26.93862305,0,27.2,0,27.28,0,27.37,0.437548139,27.2621227,,,,
4/26/2023 0:00,0.520175103,27.31579394,0,27,0,26.7796875,0,26.1,0,27.14,0,27.23,0.521078263,27.23108009,,,,
4/26/2023 1:00,0.60378575,27.23368047,0,27,0,26.62856445,0,25.2,0,26.99,0,26.83,0.604608388,27.21269443,,,,
4/26/2023 2:00,0.687396396,27.14946706,0,26,0,26.4828125,0,25.1,0,26.88,0,26.42,0.688138512,27.05517869,,,,
4/26/2023 3:00,0.771007042,26.85946302,0,26,0,26.3265625,0,24.8,0,26.8,0,26.08,0.771668637,26.81439445,,,,
4/26/2023 4:00,0.854617688,26.31535656,0,26,0,26.29262695,0,24.6,0,26.77,0,26.47,0.855198761,26.24544485,,,,
4/26/2023 5:00,0.938228335,26.43007372,0,26,0,26.1234375,0,24.8,0,26.77,0,26.82,0.938728886,26.38379731,,,,
4/26/2023 6:00,15.76778436,26.78019713,13,27,19.5625,25.99331055,0,25.3,15.85,26.8,12.65,26.54,22.64994723,26.6957338,,,,
4/26/2023 7:00,89.14710133,27.76489819,155,27,187.234375,27.29018555,19,25.9,186.7,27.04,179.93,27.08,155.2174678,27.66512745,,,,
4/26/2023 8:00,268.6139391,30.38290733,401,27,430.90625,28.46206055,154,26.7,410.75,27.31,396.76,27.35,438.9871134,30.02073192,,,,
4/26/2023 9:00,498.9585586,33.11270612,612,28,490.59375,29.0921875,406,27,615.62,27.5,589.12,27.57,656.7165517,32.52634864,,,,
4/26/2023 10:00,673.5577909,34.65608831,769,28,811.4375,29.91518555,625,27.2,749.67,27.76,767.32,27.81,790.043665,33.84724598,,,,
4/26/2023 11:00,844.3335728,35.24092667,868,28,901.171875,30.79018555,780,27.3,810.78,27.96,803.21,28.08,895.5354091,34.47844357,,,,
4/26/2023 12:00,950.1439107,34.71247263,870,28,406.078125,30.18081055,880,27.5,827.12,28.07,852.51,28.24,944.985976,33.64325989,,,,
4/26/2023 13:00,921.8027803,32.88989725,834,28,875.6875,30.94887695,901,27.6,764.9,28.08,746.34,28.42,860.4214194,31.96895035,,,,
